SOURCE_DESC,SECTOR_DESC,GROUP_DESC,COMMODITY_DESC,CLASS_DESC,PRODN_PRACTICE_DESC,UTIL_PRACTICE_DESC,STATISTICCAT_DESC,UNIT_DESC,SHORT_DESC,DOMAIN_DESC,DOMAINCAT_DESC,AGG_LEVEL_DESC,STATE_ANSI,STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,ASD_CODE,ASD_DESC,COUNTY_ANSI,COUNTY_CODE,COUNTY_NAME,REGION_DESC,ZIP_5,WATERSHED_CODE,WATERSHED_DESC,CONGR_DISTRICT_CODE,COUNTRY_CODE,COUNTRY_NAME,LOCATION_DESC,YEAR,FREQ_DESC,BEGIN_CODE,END_CODE,REFERENCE_PERIOD_DESC,WEEK_ENDING,LOAD_TIME,VALUE,CV_%
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1943,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,225,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1944,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,929,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1945,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,814,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1953,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,322,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1954,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,417,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1959,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,023,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1966,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"991,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1968,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"831,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1969,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"785,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1970,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"699,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1971,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"699,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1972,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"631,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1980,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"540,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1981,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"600,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1983,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"350,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1984,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"450,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1986,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"340,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1985,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"370,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1988,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"240,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1991,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"260,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1994,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"290,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,2011,ANNUAL,0,0,YEAR,,2015-06-03 13:08:31,"270,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,2012,ANNUAL,0,0,YEAR,,2015-06-03 13:08:31,"310,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1979,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"570,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1982,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"450,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1990,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"290,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1929,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,660,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1931,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,100,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1932,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,232,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1933,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,200,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1936,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,497,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1939,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,673,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1942,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"3,140,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1946,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,633,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1947,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,651,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1948,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,584,000",
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA PLANTED,ACRES,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,STATE,1.0,1,AL,ALABAMA,,,,,,,,0,,,9000,UNITED STATES,ALABAMA,1949,ANNUAL,0,0,YEAR,,2011-12-31 23:00:00,"2,567,000",
